Age,33
Gender,male
ID,1154001
Version,1.0

prac1 Time,0,0,0.05540848,0.1511345,0.2418518,0.3361893,0.4330978,0.5324249,0.6294594,0.7150764,0.801445,0.85252,0.9481773,1.000507,1.05315,1.139072,1.221039,1.277458,1.364819,1.461494,1.550953,1.643269,1.700462,1.785362,1.880157,1.971004,2.069382,2.158783,2.240185,2.294582,2.384872,2.47208,2.55896,2.648029,2.74102,2.828823,2.883862,2.976852,3.063873,3.146053,3.202633,3.286777,3.390545,3.482189,3.542435,3.629807,3.714729,3.767067,3.856213,3.951412,4.037445,4.126335,4.219372,4.304817,4.398693,4.490604,4.579468,4.662868,4.75095,4.833839,4.920849,5.007793,5.094765,5.18441,5.228485
prac1 Diamonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
prac1 X Position,0,0.0448606,0.06159617,0.09507464,0.1162138,0.1315689,0.1507628,0.1699567,0.1891506,0.2045057,0.2236996,0.2313772,0.2505711,0.2620874,0.269765,0.2889589,0.304314,0.3119915,0.3311855,0.3503793,0.3594542,0.3653881,0.3674825,0.370275,0.3737656,0.3765581,0.3800487,0.3835393,0.3863318,0.3877281,0.3912187,0.3940112,0.3975018,0.3981999,0.3964546,0.3950583,0.3940111,0.3926148,0.3908695,0.3894732,0.388426,0.3870298,0.3852844,0.3835391,0.3824919,0.3810956,0.3796993,0.3786522,0.3772559,0.3755105,0.3741143,0.3723689,0.3706236,0.3692273,0.367482,0.3660857,0.3643404,0.3629441,0.3615479,0.3601516,0.3584062,0.35701,0.3556137,0.3538684,0.3538684
prac1 Z Position,-80,-79.70338,-79.50407,-79.0053,-78.51038,-78.11067,-77.61104,-77.1114,-76.61178,-76.21207,-75.71244,-75.51259,-75.01295,-74.71317,-74.51332,-74.01369,-73.61398,-73.41413,-72.91451,-72.41487,-72.01498,-71.51501,-71.21502,-70.81503,-70.31504,-69.91505,-69.41507,-68.91508,-68.51509,-68.31509,-67.8151,-67.41512,-66.91513,-66.51514,-66.01514,-65.61514,-65.31514,-64.91515,-64.41515,-64.01515,-63.71515,-63.31515,-62.81516,-62.31516,-62.01516,-61.61516,-61.21516,-60.91517,-60.51517,-60.01517,-59.61518,-59.11518,-58.61518,-58.21518,-57.71519,-57.31519,-56.81519,-56.4152,-56.0152,-55.6152,-55.1152,-54.71521,-54.31521,-53.81521,-53.81521
prac1 Camera Angle,0,8.599998,4.799999,2.399999,2.399999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,2.199999,0.9999988,0.5999988,0.3999988,0.3999988,0.3999988,0.3999988,0.3999988,0.3999988,0.3999988,0.3999988,0.3999988,0.3999988,0.3999988,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,359.8,298.6
prac1 Start Time,1/28/2021 1:49:31 PM
prac1 End Time,1/28/2021 1:49:42 PM

prac2 Time,0,0,0.1004257,0.1623306,0.2499847,0.3030396,0.3913422,0.4531708,0.5110168,0.5620499,0.6288071,0.6822281,0.738266,0.7886734,0.8554077,0.9227829,0.9883041,1.041664,1.102966,1.172066,1.242317,1.321602,1.385529,1.451057,1.520363,1.589577,1.658913,1.723412,1.790413,1.855026,1.923317,1.994286,2.077347,2.172943,2.223251,2.303177,2.356743,2.425797,2.477364,2.549667,2.615616,2.681412,2.74958,2.801132,2.85836,2.916718,2.975693,3.04213,3.110443,3.187698,3.271202,3.350853,3.430672,3.518196,3.603928,3.701866,3.791992,3.883347,3.96328,4.057747,4.157425,4.210663,4.310829,4.413933,4.534241,4.626472,4.709801,4.791176,4.885681,4.980888,5.067932,5.162338,5.251152,5.306099,5.393555,5.481247,5.534637,5.592331,5.690338,5.741356,5.793678,5.897789,5.952873,6.050171,6.102631,6.202156,6.302032,6.352928,6.408394,6.463913,6.559532,6.614891,6.709023,6.795372,6.880821,6.971764,7.064278,7.116821,7.207436,7.300484,7.400917,7.490112,7.579575,7.677887,7.734253,7.788322,7.87883,7.965996,8.017128,8.114876,8.208336,8.291298,8.343582,8.420403,8.507645,8.587608,8.672638,8.753212,8.831642,8.916153,8.998306,9.086861,9.167427,9.246483,9.335991,9.418602,9.492371,9.573372,9.653198,9.732597,9.811546,9.892441,9.978363,10.06483,10.14309,10.22694,10.31306,10.39648,10.49013,10.57,10.65369,10.73487,10.82677,10.91969,11.00592,11.09126,11.17834,11.26464,11.35841,11.44521,11.53111,11.61417,11.69455,11.7825,11.84052,11.92603,11.97798,12.06673,12.11887,12.21281,12.27104,12.32741,12.38609,12.45276,12.51385,12.57511,12.63373,12.72733,12.82326,12.92341,12.97681,13.0277,13.13413,13.18957,13.24709,13.3546,13.40889,13.46201,13.51461,13.60916,13.66006,13.71274,13.80878,13.90784,14.0006,14.08875,14.17685,14.2643,14.35262,14.44623,14.54008,14.62669,14.7271,14.82993,14.88435,14.94005,15.03445,15.08817,15.13914,15.19413,15.24976,15.35429,15.4051,15.50218,15.59904,15.69497,15.80079,15.85255,15.94656,16.00227,16.09947,16.19214,16.27512,16.38515,16.47327,16.55987,16.64932,16.74697,16.83284,16.93233,16.98254,17.07127,17.15898,17.24598,17.33811,17.43684,17.48827,17.54108,17.6319,17.72119,17.77785,17.87886,17.93262,17.98357,18.03442,18.11974,18.20204,18.29033,18.3801,18.46889,18.56033,18.64603,18.72954,18.81161,18.90887,18.96315,19.01992,19.07456,19.12955,19.18713,19.24187,19.33179,19.42435,19.5158,19.60741,19.69066,19.78181,19.87257,19.95751,20.04093,20.11643,20.19425,20.27463,20.35349,20.43402,20.51638,20.59584,20.6723,20.75513,20.83519,20.91809,21.00665,21.09476,21.19162,21.2776,21.37599,21.431,21.51475,21.60692,21.657,21.74908,21.85365,21.94205,22.03893,22.13324,22.22699,22.31538,22.40619,22.50261,22.55363,22.64512,22.73857,22.83069,22.91992,23.01961,23.11478,23.212,23.2971,23.386,23.48343,23.57521,23.66895,23.75417,23.84042,23.92811,24.01525,24.11011,24.19168,24.28076,24.37926,24.46867,24.5649,24.65601,24.7467,24.80555,24.86024,24.94401,24.99571,25.04782,25.13713,25.23088,25.33295,25.38497,25.43585,25.50328,25.56229,25.61362,25.66484,25.76054
prac2 Diamonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
