Age,28
Gender,Male
ID,4385074
Version,1.0

prac1 Time,0,0,0.3333282,0.6133347,0.8843307,1.148331,1.411331,1.712334,1.964333,2.269333,2.546333,2.807335,3.073334,3.340332,3.609329,3.887329,4.220665,4.554001,4.833,5.111,5.382996,5.664001,5.945,6.235001,6.553001
prac1 Diamonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
prac1 X Position,0,-1.399499,-1.399499,-1.396494,-1.396494,-0.1391327,1.160867,1.160867,1.160867,1.160867,1.160867,1.160867,1.160867,1.160867,0.2816518,0.2816518,0.2816518,0.2816518,0.2816518,0.2816518,0.2816518,0.2816518,0.2816518,0.2816518,0.2816518
prac1 Z Position,-80,-80,-80,-78.6005,-77.2005,-76.87029,-76.87029,-75.37029,-74.07028,-72.57028,-71.17029,-69.87029,-68.57028,-67.27029,-66.1808,-64.7808,-63.1808,-61.4808,-60.0808,-58.6808,-57.3808,-55.8808,-54.4808,-53.0808,-53.0808
prac1 Camera Angle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prac1 Start Time,1/28/2021 10:33:45 AM
prac1 End Time,1/28/2021 10:33:56 AM

prac2 Time,0,0.2669983,0.5330048,0.8010025,1.068001,1.336998,1.604004,1.870003,2.137001,2.459999,2.724998,3,3.278999,3.549004,3.820999,4.093002,4.389,4.663002,4.933998,5.207001,5.478004,5.743004,6.002998,6.238998,6.486,6.730003,6.965004,7.238998,7.494003,7.727005,7.954002,8.188004,8.427002,8.676003,8.922005,9.169998,9.428001,9.687004,9.944,10.216,10.479,10.732,10.993,11.263,11.54,11.818,12.103,12.369,12.62,12.891,13.167,13.455,13.772,14.08801,14.37,14.653,14.936,15.244,15.551,15.88434,16.21733,16.53033,16.83434,17.13634,17.45434,17.77634,18.09634,18.42033,18.73933,19.06834,19.37434,19.67934,19.99133,20.31433,20.62134,20.92734,21.24034,21.55234,21.85834,22.16733,22.47734,22.78934,23.09633,23.40533,23.71733,24.02933,24.34334,24.65433,24.95833,25.25633,25.56134,25.84233,26.12134,26.41733,26.69533,26.97734,27.25833,27.52634,27.79933,28.05934,28.33333,28.59534,28.86734,29.17534,29.50867,29.79567,30.07767,30.35567
prac2 Diamonds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
